"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"
"CHEMBL159213"	""	"None"	"477.97"	"0"	"4.77"	"8f"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)c2ccccc2Cl)cc1"	"Ki"	"'='"	"69.0"	"nM"	"7.16"	""	""	"UO_0000065"	"14.98"	"0.30"	"2.39"	"8.59"	"0"	"CHEMBL814563"	"Binding affinity against recombinant thymidylate synthase in Escherichia coli"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129952"	"1"	"Scientific Literature"	"J Med Chem"	"1997"	"None"	""	""	""
"CHEMBL74558"	""	"None"	"231.23"	"0"	"1.67"	"6j"	"Nc1nc(O)c2c(n1)CCc1cc(F)ccc1-2"	"IC50"	"'='"	"107000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL809253"	"Tested for inhibition against thymidylate synthase (TS) in human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL73487"	""	"None"	"261.71"	"0"	"2.74"	"6x"	"CC1Cc2nc(N)nc(O)c2-c2cc(Cl)ccc21"	"IC50"	"'='"	"370.0"	"nM"	"6.43"	""	""	"UO_0000065"	"24.58"	"0.49"	"3.69"	"8.93"	"0"	"CHEMBL809253"	"Tested for inhibition against thymidylate synthase (TS) in human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL166369"	""	"None"	"455.49"	"0"	"3.15"	"26"	"Cc1nc(O)c2c(Sc3ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc3)c(C)ccc2n1"	"Ki"	"'='"	"1.31"	"nM"	"8.88"	""	""	"UO_0000065"	"19.50"	"0.38"	"5.73"	"5.93"	"0"	"CHEMBL823518"	"Compound was tested for TS activity against human Thymidylate synthase by tight binding kinetics"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126619"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL1160181"	""	"None"	"979.91"	"3"	"-1.04"	"PDDP-G5"	"C#CN(Cc1ccc2nc(N)nc(O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1"	"IC50"	"'='"	"6.3"	"nM"	"8.20"	""	""	"UO_0000065"	"8.37"	"0.16"	"9.24"	"1.84"	"0"	"CHEMBL812564"	"Inhibitory activity against thymidylate synthase of Streptococcus faecium"	"B"	"BAO_0000357"	"single protein format"	"Lacticaseibacillus casei"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1123439"	"1"	"Scientific Literature"	"J Med Chem"	"1986"	"None"	""	""	""
"CHEMBL492838"	""	"None"	"358.27"	"0"	"4.33"	"9"	"Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)c(Cl)c1"	"IC50"	"'='"	"110.0"	"nM"	"6.96"	""	""	"UO_0000065"	"19.42"	"0.45"	"2.63"	"9.70"	"0"	"CHEMBL1034979"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140135"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""	""
"CHEMBL57444"	""	"None"	"426.43"	"0"	"1.83"	"2"	"Nc1cc(N)c2c(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)coc2n1"	"IC50"	"'='"	"220000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL817507"	"Inhibition of rocombinant human thymidylate synthase (TS)"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1135938"	"1"	"Scientific Literature"	"J Med Chem"	"2002"	"None"	""	""	""
"CHEMBL514589"	""	"None"	"477.43"	"0"	"4.88"	"14"	"COc1cc(Nc2nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3nc2-c2ccccc2)cc(OC)c1OC"	"Ki"	"'='"	"21000.0"	"nM"	"4.68"	""	""	"UO_0000065"	"9.80"	"0.18"	"-0.20"	"3.08"	"0"	"CHEMBL969381"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1149774"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2008"	"None"	""	""	""
"CHEMBL517182"	""	"None"	"447.41"	"0"	"4.87"	"13"	"COc1ccc(Nc2nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3nc2-c2ccccc2)cc1OC"	"Ki"	"'='"	"14000.0"	"nM"	"4.85"	""	""	"UO_0000065"	"10.85"	"0.20"	"-0.02"	"3.41"	"0"	"CHEMBL969381"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1149774"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2008"	"None"	""	""	""
"CHEMBL295866"	""	"None"	"453.46"	"0"	"1.31"	"101"	"Cc1nc2ccc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)nc3)cc2c(=O)[nH]1"	"IC50"	"'='"	"346.74"	"nM"	"6.46"	""	""	"UO_0000065"	"14.25"	"0.27"	"5.15"	"3.90"	"0"	"CHEMBL1106435"	"Inhibition of thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157058"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2010"	"None"	""	""	""
"CHEMBL158034"	""	"None"	"470.49"	"1"	"0.85"	"5"	"Nc1nc(O)c2c(n1)NCC1CCN(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)CC21"	"IC50"	"'>'"	"200000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL872636"	"Compound was evaluated for the ability to inhibit thymidylate synthase from Manca cells."	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"Manca"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125240"	"1"	"Scientific Literature"	"J Med Chem"	"1991"	"CHEMBL3307363"	""	""	""
"CHEMBL72991"	""	"None"	"259.33"	"0"	"2.25"	"6s"	"CSc1ccc2c(c1)-c1c(O)nc(N)nc1CC2"	"Inhibition"	"'='"	"47.6"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL811218"	"Tested for inhibition against thymidylate synthase (TS) in Candida albicans at 67 uM"	"B"	"BAO_0000357"	"single protein format"	"Candida albicans"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL400304"	""	"None"	"254.29"	"0"	"1.66"	"5"	"Cc1cc2nc(N)[nH]c(=O)c2n1Cc1ccccc1"	"IC50"	"'='"	"20000.0"	"nM"	"4.70"	""	""	"UO_0000065"	"18.48"	"0.34"	"3.04"	"6.13"	"0"	"CHEMBL926350"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140703"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""	""
"CHEMBL306705"	""	"None"	"290.12"	"0"	"2.83"	"4e"	"Nc1nc(O)c2c(ccc3ccc(Br)cc32)n1"	"Ki"	"'='"	"0.02"	"TS"	""	""	""	""	""	""	""	""	"0"	"CHEMBL811593"	"Inhibition of purified human thymidylate synthase (TS) isolated from an Escherichia coli harboring a plasmid with thy A gene cloned from SV40 transformed human fibroblast cells"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"Fibroblast"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126944"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"CHEMBL3308065"	""	""	""
"CHEMBL252134"	""	"None"	"288.74"	"0"	"2.32"	"8"	"Cc1cc2nc(N)[nH]c(=O)c2n1Cc1ccc(Cl)cc1"	"IC50"	"'='"	"2900.0"	"nM"	"5.54"	""	""	"UO_0000065"	"19.18"	"0.38"	"3.22"	"7.22"	"0"	"CHEMBL926350"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140703"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""	""
"CHEMBL158990"	"METHOPTERINE"	"None"	"455.43"	"0"	"-0.02"	"10-methylfolate"	"CN(Cc1cnc2[nH]c(N)nc(=O)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1"	"Ki"	"'='"	"1000.0"	"nM"	"6.00"	""	""	"UO_0000065"	"13.17"	"0.25"	"6.02"	"2.93"	"0"	"CHEMBL815565"	"Inhibitory constant of thymidylate synthase was determined in human AML cells"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"AML"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1123717"	"1"	"Scientific Literature"	"J Med Chem"	"1987"	"None"	""	""	""
"CHEMBL477789"	""	"None"	"327.46"	"0"	"3.84"	"12"	"CCCc1c(Sc2c(C)cccc2C)[nH]c2nc(N)nc(N)c12"	"IC50"	"'>'"	"24000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL982939"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155823"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""	""
"CHEMBL476945"	""	"None"	"349.46"	"0"	"4.55"	"25"	"CC(C)c1c(Sc2cccc3ccccc23)[nH]c2nc(N)nc(N)c12"	"IC50"	"'>'"	"12000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL982939"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155823"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""	""
"CHEMBL477151"	""	"None"	"368.29"	"0"	"4.70"	"27"	"CC(C)c1c(Sc2ccc(Cl)c(Cl)c2)[nH]c2nc(N)nc(N)c12"	"IC50"	"'>'"	"23000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL982939"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155823"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""	""
"CHEMBL516891"	""	"None"	"299.40"	"0"	"3.23"	"13"	"CCCc1c(Sc2ccccc2)[nH]c2nc(N)nc(N)c12"	"Inhibition"	"'='"	"0.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL982942"	"Inhibition of human thymidylate synthase at >14 uM"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1155823"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""	""
"CHEMBL57333"	""	"None"	"303.36"	"0"	"3.28"	"7a"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccccc1"	"Kis"	"'='"	"2.2"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL815450"	"Inhibitory activity against human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129494"	"1"	"Scientific Literature"	"J Med Chem"	"1996"	"None"	""	""	""
"CHEMBL25889"	""	"None"	"476.49"	"0"	"2.33"	"3"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1"	"Kii"	"'='"	"0.0071"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL817305"	"Inhibitory activity against human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129494"	"1"	"Scientific Literature"	"J Med Chem"	"1996"	"None"	""	""	""
"CHEMBL162754"	""	"None"	"427.53"	"0"	"4.45"	"7a"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc([S+]([O-])c2ccccc2)cc1"	"Ki"	"'='"	"550.0"	"nM"	"6.26"	""	""	"UO_0000065"	"14.64"	"0.28"	"1.81"	"8.66"	"0"	"CHEMBL814563"	"Binding affinity against recombinant thymidylate synthase in Escherichia coli"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129952"	"1"	"Scientific Literature"	"J Med Chem"	"1997"	"None"	""	""	""
"CHEMBL162754"	""	"None"	"427.53"	"0"	"4.45"	"7a"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc([S+]([O-])c2ccccc2)cc1"	"Ki"	"'='"	"61.0"	"nM"	"7.21"	""	""	"UO_0000065"	"16.88"	"0.32"	"2.76"	"9.98"	"0"	"CHEMBL811587"	"Binding affinity against recombinant human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129952"	"1"	"Scientific Literature"	"J Med Chem"	"1997"	"None"	""	""	""
"CHEMBL417222"	""	"None"	"443.53"	"0"	"4.12"	"7n"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)c2ccccc2)cc1"	"Kii"	"'='"	"0.021"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL817305"	"Inhibitory activity against human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129494"	"1"	"Scientific Literature"	"J Med Chem"	"1996"	"None"	""	""	""
"CHEMBL1201794"	"RIBOFLAVIN 5'-PHOSPHATE"	"4.0"	"456.35"	"1"	"-1.61"	"FMN"	"Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C"	"IC50"	"'>'"	"500000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1029822"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1154526"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2009"	"None"	""	""	""
"CHEMBL76272"	""	"None"	"339.14"	"0"	"2.13"	"6g"	"Nc1nc(O)c2c(n1)CCc1c(I)cccc1-2"	"IC50"	"'='"	"54900.0"	"nM"	"4.26"	""	""	"UO_0000065"	"12.56"	"0.34"	"2.13"	"5.91"	"0"	"CHEMBL809253"	"Tested for inhibition against thymidylate synthase (TS) in human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL34259"	"METHOTREXATE"	"4.0"	"454.45"	"0"	"0.27"	"MTX"	"CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1"	"IC50"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL1034979"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140135"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""	""
"CHEMBL74772"	""	"None"	"292.14"	"0"	"2.29"	"4b"	"Nc1nc(O)c2c(n1)CCc1cc(Br)ccc1-2"	"Ki"	"'='"	"9000.0"	"nM"	"5.05"	""	""	"UO_0000065"	"17.27"	"0.41"	"2.76"	"7.01"	"0"	"CHEMBL811594"	"Inhibition of purified human thymidylate synthase isolated from an Escherichia coli harboring thy A gene cloned from SV40 transformed human fibroblast cells"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Fibroblast"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126944"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"CHEMBL3308065"	""	""	""
"CHEMBL596681"	""	"None"	"332.39"	"0"	"2.86"	"10"	"COc1ccc(OC)c(Sc2oc3nc(N)nc(N)c3c2C)c1"	"IC50"	"'>'"	"200000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1073053"	"Inhibition of human thymidylate synthase at 30 degC under pH 7.4 by spectrophotometry"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1159120"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2010"	"None"	""	""	""
"CHEMBL161025"	""	"None"	"445.52"	"0"	"4.59"	"7b"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc([S+]([O-])c2ccccc2)c(F)c1"	"Ki"	"'='"	"88.0"	"nM"	"7.06"	""	""	"UO_0000065"	"15.84"	"0.30"	"2.47"	"9.76"	"0"	"CHEMBL814563"	"Binding affinity against recombinant thymidylate synthase in Escherichia coli"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129952"	"1"	"Scientific Literature"	"J Med Chem"	"1997"	"None"	""	""	""
"CHEMBL161685"	""	"None"	"461.97"	"1"	"5.10"	"7f"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc([S+]([O-])c2ccccc2Cl)cc1"	"Ki"	"'='"	"46.0"	"nM"	"7.34"	""	""	"UO_0000065"	"15.88"	"0.31"	"2.24"	"10.15"	"0"	"CHEMBL811587"	"Binding affinity against recombinant human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129952"	"1"	"Scientific Literature"	"J Med Chem"	"1997"	"None"	""	""	""
"CHEMBL224974"	""	"None"	"445.46"	"1"	"1.34"	"4"	"Cc1c(Sc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)[nH]c2nc(N)[nH]c(=O)c12"	"IC50"	"'='"	"100000.0"	"nM"	"4.00"	""	""	"UO_0000065"	"8.98"	"0.18"	"2.66"	"2.09"	"0"	"CHEMBL914523"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1139472"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""	""
"CHEMBL4060383"	""	"None"	"357.44"	"0"	"4.58"	"3"	"Nc1nc(N)c2c(n1)[nH]c1cccc(Sc3ccc4ccccc4c3)c12"	"IC50"	"'='"	"120.0"	"nM"	"6.92"	""	""	"UO_0000065"	"19.36"	"0.36"	"2.34"	"7.39"	"0"	"CHEMBL4007196"	"Inhibition of human thymidylate synthase using dUMP/(6R,S)-tetrahydrofolate as substrate/co-factor by spectrophotometric method"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL4004880"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2017"	"None"	""	""	""
"CHEMBL24701"	""	"None"	"490.52"	"0"	"1.93"	"4"	"C#CCN(Cc1ccc2nc(C)n(C)c(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1"	"IC50"	"'='"	"11300.0"	"nM"	"4.95"	""	""	"UO_0000065"	"10.09"	"0.19"	"3.02"	"3.49"	"0"	"CHEMBL817338"	"Inhibition of purified human thymidylate synthase from a SV40-transformed human fibroblast cell line cloned in Escherichia coli"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"Fibroblast"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1124492"	"1"	"Scientific Literature"	"J Med Chem"	"1989"	"CHEMBL3308065"	""	""	""
"CHEMBL2323362"	""	"None"	"506.48"	"2"	"5.04"	"12C"	"Cn1cc(-c2ccc(S(=O)(=O)Nc3cc4c5c(cccc5c3)C(=O)OC4=O)s2)cc1C(F)(F)F"	"Ki"	"'='"	"800.0"	"nM"	"6.10"	""	""	"UO_0000065"	"12.04"	"0.24"	"1.06"	"6.45"	"0"	"CHEMBL2329009"	"Inhibition of human thymidylate synthase A"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2321847"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"None"	""	""	""
"CHEMBL355323"	""	"None"	"506.49"	"1"	"3.60"	"3c"	"Cc1nc(O)c2c(ccc3ccc(CNc4ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)c(F)c4)cc32)n1"	"Ki"	"'='"	"0.09"	"nM"	"10.05"	""	""	"UO_0000065"	"19.83"	"0.37"	"6.45"	"6.21"	"0"	"CHEMBL811584"	"The compound was tested for inhibitory activity against thymidylate synthase (purified recombinant human gene) from Escherichia coli"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1127675"	"1"	"Scientific Literature"	"J Med Chem"	"1994"	"None"	""	""	""
"CHEMBL169896"	"OSI-7904"	"2.0"	"500.51"	"1"	"3.27"	"3e"	"Cc1nc2ccc3ccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)cc3c2c(=O)[nH]1"	"Ki"	"'='"	"0.09"	"nM"	"10.05"	""	""	"UO_0000065"	"20.07"	"0.37"	"6.78"	"6.58"	"0"	"CHEMBL811584"	"The compound was tested for inhibitory activity against thymidylate synthase (purified recombinant human gene) from Escherichia coli"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1127675"	"1"	"Scientific Literature"	"J Med Chem"	"1994"	"None"	""	""	""
