"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"
"CHEMBL2180553"	""	"None"	"436.42"	"0"	"4.20"	"5, AG-670/15094034"	"O=C(CC1S/C(=N\N=C\c2ccccc2O)N=C1O)Nc1cccc(C(F)(F)F)c1"	"Ki"	"'='"	"1300.0"	"nM"	"5.89"	""	""	"UO_0000065"	"13.49"	"0.27"	"1.69"	"5.52"	"0"	"CHEMBL2186814"	"Inhibition of human thymidylate synthase expressed in Escherichia coli incubated for 1 hr using varying mTHF levels by spectrophotometry based Lineweaver-Burk method"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2177012"	"1"	"Scientific Literature"	"J Med Chem"	"2012"	"None"	""	""	""
"CHEMBL2323397"	""	"None"	"411.42"	"0"	"2.96"	"10C"	"O=C1OC(=O)c2cc(NS(=O)(=O)c3cccc4nsnc34)cc3cccc1c23"	"Ki"	"'='"	"5000.0"	"nM"	"5.30"	""	""	"UO_0000065"	"12.88"	"0.26"	"2.34"	"4.60"	"0"	"CHEMBL2329009"	"Inhibition of human thymidylate synthase A"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2321847"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2013"	"None"	""	""	""
"CHEMBL124256"	""	"None"	"515.57"	"1"	"3.20"	"3b"	"Cc1nc(N)nc2c1c(CCc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)cn2Cc1ccccc1"	"IC50"	"'>'"	"16000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL816736"	"Inhibitory concentration against isolated Thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1133086"	"1"	"Scientific Literature"	"J Med Chem"	"2000"	"None"	""	""	""
"CHEMBL2047245"	""	"None"	"316.41"	"0"	"4.50"	"3"	"CC(C)c1ccc(Nc2nc(N)nc3c2-c2ccccc2C3)cc1"	"IC50"	"'>'"	"14000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2050305"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2046359"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2012"	"None"	""	""	""
"CHEMBL422395"	""	"None"	"477.48"	"0"	"1.19"	"PDDF"	"C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1"	"IC50"	"'='"	"85.0"	"nM"	"7.07"	""	""	"UO_0000065"	"14.81"	"0.28"	"5.88"	"3.96"	"1"	"CHEMBL2050305"	"Inhibition of human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2046359"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2012"	"None"	""	""	""
"CHEMBL163096"	""	"None"	"269.33"	"0"	"3.19"	"6"	"Cc1nc(O)c2c(Sc3ccncc3)cccc2n1"	"Ki"	"'='"	"960.0"	"nM"	"6.02"	""	""	"UO_0000065"	"22.34"	"0.43"	"2.83"	"10.22"	"0"	"CHEMBL823517"	"Inhibition of human Thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126619"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL3125082"	""	"None"	"968.10"	"3"	"-5.48"	"[Ala5]LR"	"CC(C)C[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O"	"Inhibition"	"'='"	"56.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3130611"	"Inhibition of human thymidylate synthase using dUMP as substrate at 100 uM after 1 hr by UV-vis spectrophotometric analysis in presence of mTHF relative to control"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3124918"	"1"	"Scientific Literature"	"J Med Chem"	"2014"	"None"	""	""	""
"CHEMBL3125085"	""	"None"	"925.08"	"3"	"-3.69"	"[Ala8]LR"	"CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CS)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CC(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)O"	"Inhibition"	"'='"	"41.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3130611"	"Inhibition of human thymidylate synthase using dUMP as substrate at 100 uM after 1 hr by UV-vis spectrophotometric analysis in presence of mTHF relative to control"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3124918"	"1"	"Scientific Literature"	"J Med Chem"	"2014"	"None"	""	""	""
"CHEMBL225071"	"RALTITREXED"	"4.0"	"458.50"	"0"	"1.98"	"BDBM50027655"	"Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1"	"IC50"	"'='"	"29000.0"	"nM"	"4.54"	""	"423193"	"UO_0000065"	"9.90"	"0.19"	"2.56"	"2.97"	"0"	"CHEMBL3888924"	"Inhibition Assay: Inhibition of various kinase enzyme."	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3886207"	"37"	"BindingDB Database"	""	"2016"	"None"	""	""	""
"CHEMBL2387104"	""	"None"	"440.60"	"0"	"3.14"	"8f"	"COc1ccc(N2CCN(C(=S)SCc3ccc4nc(N)nc(N)c4c3)CC2)cc1"	"Inhibition"	"'='"	"15.22"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2388425"	"Inhibition of human recombinant His-tagged thymidylate synthase assessed as N5,N10-methylenetetrahydrofolate oxidation to dihydrofolate at 50 uM after 20 mins by UV spectrophotometric analysis relative to control"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2385040"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2013"	"None"	""	""	""
"CHEMBL102275"	""	"None"	"481.51"	"0"	"1.89"	"74"	"CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)c(N)c1"	"IC50"	"'='"	"309.03"	"nM"	"6.51"	""	""	"UO_0000065"	"13.52"	"0.25"	"4.62"	"3.64"	"0"	"CHEMBL1106435"	"Inhibition of thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157058"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2010"	"None"	""	""	""
"CHEMBL3144391"	""	"None"	"418.36"	"0"	"-0.59"	"10"	"CC(=O)OC[C@H]1O[C@@H](n2cc(C3=CC(=O)C=CC3=O)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O"	"k_obs"	"'='"	"0.001536"	"s-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL813840"	"The observed rate constant with methyl mercaptoacetate in Acetonitrile and buffered aqueous acetonitrile solution at 9.7 x 10e-5 M concentration of 0.0029 M"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1123535"	"1"	"Scientific Literature"	"J Med Chem"	"1986"	"None"	""	""	""
"CHEMBL3144391"	""	"None"	"418.36"	"0"	"-0.59"	"10"	"CC(=O)OC[C@H]1O[C@@H](n2cc(C3=CC(=O)C=CC3=O)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O"	"k_obs"	"'='"	"0.01837"	"s-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL813838"	"The observed rate constant with methyl mercaptoacetate in Acetonitrile and buffered aqueous acetonitrile solution at 7.4 x 10e-5 M concentration of 0.0039 M"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1123535"	"1"	"Scientific Literature"	"J Med Chem"	"1986"	"None"	""	""	""
"CHEMBL73107"	""	"None"	"256.22"	"0"	"1.98"	"14b"	"Nc1nc(O)c2c(ccc3cc([N+](=O)[O-])ccc32)n1"	"Inhibition"	"'='"	"10.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL811580"	"Tested for percent inhibition against thymidylate synthase (TS) in human at 5.6 uM"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL171180"	""	"None"	"416.36"	"0"	"4.21"	"7r"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc([N+](=O)[O-])c(C(F)(F)F)c1"	"Kii"	"'='"	"0.15"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL817305"	"Inhibitory activity against human thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129494"	"1"	"Scientific Literature"	"J Med Chem"	"1996"	"None"	""	""	""
"CHEMBL163411"	""	"None"	"313.38"	"0"	"3.51"	"18"	"COc1cc(Sc2c(C)ccc3nc(C)nc(O)c23)ccn1"	"Ki"	"'='"	"37.0"	"nM"	"7.43"	""	""	"UO_0000065"	"23.71"	"0.46"	"3.92"	"10.91"	"0"	"CHEMBL823517"	"Inhibition of human Thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126619"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL76322"	""	"None"	"247.69"	"0"	"2.18"	"6cc"	"Nc1nc(O)c2c(n1)CCc1ccc(Cl)cc1-2"	"IC50"	"'='"	"1920.0"	"nM"	"5.72"	""	""	"UO_0000065"	"23.08"	"0.46"	"3.54"	"7.94"	"0"	"CHEMBL883513"	"Inhibition against thymidylate synthase (TS) in Candida albicans"	"B"	"BAO_0000357"	"single protein format"	"Candida albicans"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1126757"	"1"	"Scientific Literature"	"J Med Chem"	"1993"	"None"	""	""	""
"CHEMBL1504947"	""	"None"	"198.18"	"0"	"-0.66"	"3"	"CCCC(=O)C1C(=O)NC(=O)NC1=O"	"Inhibition"	""	""	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3860829"	"Inhibition of human TS using by spectrophotometric analysis"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3860049"	"1"	"Scientific Literature"	"J Med Chem"	"2016"	"None"	""	""	""
"CHEMBL351495"	""	"None"	"457.56"	"0"	"4.77"	"40"	"Cc1ccc2c3c(ccc(N(C)Cc4ccc(S(=O)(=O)c5ccc(N)cc5)cc4)c13)NC2=O"	"Kii"	"'='"	"0.039"	"uM"	""	""	""	"UO_0000064"	""	""	""	""	"0"	"CHEMBL809246"	"Inhibitory activity against thymidylate synthase from human"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125372"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL3144391"	""	"None"	"418.36"	"0"	"-0.59"	"10"	"CC(=O)OC[C@H]1O[C@@H](n2cc(C3=CC(=O)C=CC3=O)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O"	"k_obs"	"'='"	"0.0004342"	"s-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL813839"	"The observed rate constant with methyl mercaptoacetate in Acetonitrile and buffered aqueous acetonitrile solution at 9.7 x 10e-5 M concentration of 0.00096 M"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1123535"	"1"	"Scientific Literature"	"J Med Chem"	"1986"	"None"	""	""	""
"CHEMBL3144391"	""	"None"	"418.36"	"0"	"-0.59"	"10"	"CC(=O)OC[C@H]1O[C@@H](n2cc(C3=CC(=O)C=CC3=O)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O"	"k_obs"	"'='"	"0.01971"	"s-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL813835"	"The observed rate constant with methyl mercaptoacetate in Acetonitrile and buffered aqueous acetonitrile solution at 1.6 x 10e-4 M concentration of 0.012 M"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1123535"	"1"	"Scientific Literature"	"J Med Chem"	"1986"	"None"	""	""	""
"CHEMBL3144391"	""	"None"	"418.36"	"0"	"-0.59"	"10"	"CC(=O)OC[C@H]1O[C@@H](n2cc(C3=CC(=O)C=CC3=O)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O"	"k_obs"	"'='"	"0.003841"	"s-1"	""	""	""	""	""	""	""	""	"0"	"CHEMBL813836"	"The observed rate constant with methyl mercaptoacetate in Acetonitrile and buffered aqueous acetonitrile solution at 7.4 x 10e-5 M concentration of 0.00098 M"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1123535"	"1"	"Scientific Literature"	"J Med Chem"	"1986"	"None"	""	""	""
"CHEMBL2092925"	""	"None"	"439.43"	"0"	"2.00"	"6"	"C/C(=C\c1coc2nc(N)nc(N)c12)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1"	"IC50"	"'>'"	"360000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL878873"	"Inhibitory concentration against recombinant human (rh) Thymidylate synthase (TS)"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1133617"	"1"	"Scientific Literature"	"J Med Chem"	"2000"	"None"	""	""	""
"CHEMBL57333"	""	"None"	"303.36"	"0"	"3.28"	"3"	"C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccccc1"	"Ki"	"'='"	"2200.0"	"nM"	"5.66"	""	""	"UO_0000065"	"18.65"	"0.34"	"2.38"	"11.49"	"0"	"CHEMBL817302"	"Inhibition of human Thymidylate synthase (Ki)"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125269"	"1"	"Scientific Literature"	"J Med Chem"	"1991"	"None"	""	""	""
"CHEMBL3125090"	""	"None"	"1010.19"	"None"	"None"	"[DLeu5]LR"	"CC(C)C[C@H](N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CS)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O"	"Inhibition"	"'='"	"27.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3130611"	"Inhibition of human thymidylate synthase using dUMP as substrate at 100 uM after 1 hr by UV-vis spectrophotometric analysis in presence of mTHF relative to control"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3124918"	"1"	"Scientific Literature"	"J Med Chem"	"2014"	"None"	""	""	""
"CHEMBL3125083"	""	"None"	"918.09"	"3"	"-5.38"	"[Ala6]LR"	"CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CS)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O"	"Inhibition"	"'='"	"56.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3130611"	"Inhibition of human thymidylate synthase using dUMP as substrate at 100 uM after 1 hr by UV-vis spectrophotometric analysis in presence of mTHF relative to control"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3124918"	"1"	"Scientific Literature"	"J Med Chem"	"2014"	"None"	""	""	""
"CHEMBL3125094"	""	"None"	"897.03"	"3"	"-4.98"	"LR(2-8)"	"CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CS)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O"	"Inhibition"	"'='"	"54.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3130610"	"Inhibition of human thymidylate synthase using dUMP as substrate at 50 uM after 1 hr by UV-vis spectrophotometric analysis in presence of mTHF relative to control"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3124918"	"1"	"Scientific Literature"	"J Med Chem"	"2014"	"None"	""	""	""
"CHEMBL3125089"	""	"None"	"1010.19"	"None"	"None"	"[DGln4]LR"	"CC(C)C[C@H](NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](CS)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CC(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O"	"Inhibition"	"'='"	"74.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3130611"	"Inhibition of human thymidylate synthase using dUMP as substrate at 100 uM after 1 hr by UV-vis spectrophotometric analysis in presence of mTHF relative to control"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3124918"	"1"	"Scientific Literature"	"J Med Chem"	"2014"	"None"	""	""	""
"CHEMBL353700"	""	"None"	"411.53"	"0"	"2.11"	"12"	"O=S(=O)(c1ccc(CN2CCCc3cc4[nH]cnc4cc32)cc1)N1CCNCC1"	"Ki"	"'='"	"7700.0"	"nM"	"5.11"	""	""	"UO_0000065"	"12.43"	"0.24"	"3.00"	"6.29"	"1"	"CHEMBL882134"	"Inhibition of human Thymidylate synthase (TS)"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125390"	"1"	"Scientific Literature"	"J Med Chem"	"1992"	"None"	""	""	""
"CHEMBL1097931"	""	"None"	"474.50"	"0"	"1.16"	"99"	"CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1nnc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s1"	"IC50"	"'='"	"933.25"	"nM"	"6.03"	""	""	"UO_0000065"	"12.71"	"0.25"	"4.87"	"3.38"	"0"	"CHEMBL1106435"	"Inhibition of thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157058"	"1"	"Scientific Literature"	"Eur J Med Chem"	"2010"	"None"	""	""	""
"CHEMBL67116"	""	"None"	"437.28"	"1"	"6.02"	"5c"	"O=C1OC(c2ccc(O)c(Cl)c2)(c2ccc(O)c(Cl)c2)c2cccc3cccc1c23"	"IF"	"'='"	"0.814"	""	""	""	""	""	""	""	""	""	"0"	"CHEMBL816744"	"Inhibition factor for Human Thymidylate synthase at 27 uM."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1132636"	"1"	"Scientific Literature"	"J Med Chem"	"1999"	"None"	""	""	""
"CHEMBL142176"	""	"None"	"306.78"	"0"	"3.36"	"8"	"Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccc(Cl)cc1"	"Inhibition"	"'='"	"40.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL816051"	"Percent inhibition of Thymidylate synthase in Escherichia coli"	"B"	"BAO_0000357"	"single protein format"	"Enterococcus faecium"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129396"	"1"	"Scientific Literature"	"J Med Chem"	"1996"	"None"	""	""	""
"CHEMBL142176"	""	"None"	"306.78"	"0"	"3.36"	"8"	"Cc1[nH]c2nc(N)nc(O)c2c1Sc1ccc(Cl)cc1"	"IC50"	"'='"	"5300.0"	"nM"	"5.28"	""	""	"UO_0000065"	"17.20"	"0.36"	"1.92"	"6.01"	"0"	"CHEMBL814297"	"The inhibitory concentration of compound was evaluated on Pneumocystis carini Thymidylate synthase"	"B"	"BAO_0000357"	"single protein format"	"Pneumocystis carinii"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1129396"	"1"	"Scientific Literature"	"J Med Chem"	"1996"	"None"	""	""	""
"CHEMBL1277326"	""	"None"	"382.27"	"0"	"4.98"	"18"	"FC(F)(F)c1ccc(-c2nnc3c(C(F)(F)F)nc4ccccc4n23)cc1"	"Inhibition"	"'='"	"22.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1285685"	"Inhibition of human thymidylate synthase expressed in Escherichia coli BL21 at 100 uM"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1275374"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2010"	"None"	""	""	""
"CHEMBL1277325"	""	"None"	"440.29"	"0"	"4.24"	"16"	"COCCn1cnc2c(c1=O)c1nc3ccccc3nc1n2-c1ccc(Cl)c(Cl)c1"	"Inhibition"	"'<'"	"5.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1285684"	"Inhibition of human thymidylate synthase expressed in Escherichia coli BL21 at 50 uM"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1275374"	"1"	"Scientific Literature"	"Bioorg Med Chem"	"2010"	"None"	""	""	""
"CHEMBL3913723"	""	"None"	"212.21"	"0"	"1.31"	"2"	"O=c1[nH]nc(-c2ccccc2)c2nc[nH]c12"	"Inhibition"	""	""	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3860829"	"Inhibition of human TS using by spectrophotometric analysis"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL1952"	"Thymidylate synthase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3860049"	"1"	"Scientific Literature"	"J Med Chem"	"2016"	"None"	""	""	""
